ID,Edad,Tipo_Trabajo,Estado_Civil,Educacion,mora,Vivienda,Vehiculo,Contacto,Mes,Dia,Campana,Dias_Ultima_Camp,No_Contactos,Resultado_Anterior,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,vlr_ingresos,segmento,perfil_riesgo,marg_cont,score_cliente,ah,cc,cdt,sum_saldo_prom_ah,sum_monto_trx_ah,sum_cant_trx_ah,sum_saldo_prom_cc,sum_monto_trx_cc,sum_cant_trx_cc,cdt_sum_valor_interes,cdt_sum_monto_apertura,cdt_prom_plazo_total_meses,buro_max_deuda,buro_num_creditos
278,43,desempleado,single,pregrado,no,no,no,telefono fijo,may,mon,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2468644.990532889,masivo,1,49372.89981065778,950,,,SI,0.0,0.0,0,0.0,0.0,0,38389.772853043476,622176.7433092186,28,5459104.0282216,2
282,57,Vive de los arriendos,casado,pregrado,no,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,797946.9061226476,masivo,4,15958.938122452952,800,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,113305.20680194987,8
284,42,empleado,casado,preescolar,,si,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1172337.8534022318,masivo,4,23446.757068044637,800,SI,,SI,466102.8979218654,42795.96774335107,6,0.0,0.0,0,39589.519477445654,1363563.6500048775,37,11998958.64206203,3
288,37,empleado,casado,bachillerato incompleto,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1107891.8468678424,masivo,2,22157.83693735685,900,SI,SI,SI,437202.08933379885,40142.39472845213,5,442811.626016816,31047.542222759108,10,17647.261743127943,1785301.4382165293,41,16479370.600010462,6
293,49,empleado,casado,,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,2,10000.0,900,SI,,SI,424712.08984908456,38995.60585963049,14,0.0,0.0,0,40567.78954433112,1669114.479429067,49,12638197.459223958,8
296,30,empleado,single,,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1796120.277064576,masivo,4,35922.40554129152,800,,,SI,0.0,0.0,0,0.0,0.0,0,21191.06051777715,243488.02770825723,32,5706789.351568735,4
297,33,administrador negocio,casado,bachillerato incompleto,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1761055.2721798893,masivo,2,35221.105443597786,900,SI,,,232086.80970743866,21309.414007466235,11,0.0,0.0,0,0.0,0.0,0,8394105.859966781,9
298,34,Vive de los arriendos,single,pregrado,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1505113.4566424608,masivo,4,30102.269132849215,800,,,SI,0.0,0.0,0,0.0,0.0,0,5548.213714611995,1424622.7353667582,37,14172142.608999938,9
299,30,estudiante,single,,,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1265412.866624853,masivo,2,25308.25733249706,900,,SI,SI,0.0,0.0,0,126191.30162082416,8847.847560959663,13,45330.57898859958,1624872.1570947624,20,13695922.901325919,8
300,59,Vive de los arriendos,casado,preescolar,,,,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,4,10000.0,800,SI,SI,SI,372632.83972015226,34213.867924610575,8,11229.80676630768,787.3729578119143,8,47091.226971368276,577568.7529888393,21,9222163.660841376,9
312,52,servicios,single,bachillerato,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1079354.677234641,masivo,2,21587.09354469282,900,SI,,,300044.29415935156,27549.036900801857,11,0.0,0.0,0,0.0,0.0,0,206368.51284016942,9
313,48,servicios,casado,bachillerato,,,,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1157285.4834732306,masivo,2,23145.709669464613,900,,SI,,0.0,0.0,0,196998.1246519562,13812.436787067785,10,0.0,0.0,0,11228158.855029851,5
314,31,empleado,casado,bachillerato,,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,697722.7307783811,masivo,4,13954.454615567622,800,SI,,,76934.10507351646,7063.825377978495,3,0.0,0.0,0,0.0,0.0,0,8847697.308643581,1
317,42,emprendedor,casado,pregrado,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1338714.2883339908,masivo,2,26774.28576667982,900,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,6328646.423493142,3
319,39,administrador negocio,casado,bachillerato,no,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1904050.8568145384,masivo,2,38081.01713629077,900,SI,,,338571.3798376352,31086.461626724813,10,0.0,0.0,0,0.0,0.0,0,14402518.282937,7
326,45,emprendedor,casado,preescolar,,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,3386185.90121053,preferente,2,169309.29506052652,900,SI,,SI,63804.50336142865,5858.310428685583,13,0.0,0.0,0,27739.85951732547,521435.9566394566,31,8014890.195279528,2
335,58,Vive de los arriendos,casado,primaria,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1674577.812831839,masivo,2,33491.55625663678,900,,SI,SI,0.0,0.0,0,440047.9876260634,30853.770933605847,5,43991.81424303271,1772329.190252913,42,10977984.477370966,5
338,31,servicios,casado,bachillerato,,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1757550.3907227644,masivo,1,35151.00781445529,950,SI,,,422009.1386287018,38747.43015903928,15,0.0,0.0,0,0.0,0.0,0,3579530.028732372,7
346,47,administrador negocio,divorced,pregrado,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1425554.0842338328,masivo,4,28511.081684676657,800,,SI,,0.0,0.0,0,429802.436701488,30135.408640845937,13,0.0,0.0,0,2896866.111003303,2
351,45,Vive de los arriendos,casado,pregrado,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,1,10000.0,950,SI,SI,,219833.75720750494,20184.38079724008,9,188477.78740414232,13215.037091777032,12,0.0,0.0,0,9430462.172776284,5
352,34,administrador negocio,casado,bachillerato incompleto,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1473486.124550783,masivo,2,29469.722491015662,900,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3003193.8768935194,3
353,57,tecnico,casado,preescolar,,no,si,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1560230.2099410265,masivo,2,31204.604198820532,900,,SI,,0.0,0.0,0,216599.12606536155,15186.752372377085,11,0.0,0.0,0,18500458.507359467,7
356,57,tecnico,casado,preescolar,,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,3963242.1124852863,preferente,4,198162.10562426434,800,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10695623.572412048,7
359,48,administrador negocio,casado,pregrado,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1307639.0352188775,masivo,4,26152.78070437755,800,,SI,,0.0,0.0,0,356362.05965731066,24986.1689344615,7,0.0,0.0,0,11088405.615084503,1
361,40,administrador negocio,casado,bachillerato,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1801547.3423336125,masivo,4,36030.946846672254,800,SI,,SI,182999.65400305376,16802.39990928343,7,0.0,0.0,0,34059.335083043115,1022829.2012205796,17,13902448.138063887,6
362,51,Vive de los arriendos,casado,Estudiante Universitario,,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1465288.2302947566,masivo,2,29305.764605895132,900,SI,SI,SI,230913.8746761851,21201.719140117464,7,177335.6624703438,12433.81190705203,9,9861.231739246217,1243977.5913043837,18,10266289.006552484,7
366,42,tecnico,divorced,bachillerato,no,no,no,telefono fijo,may,tue,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,1,10000.0,950,SI,,,134364.31284195703,12336.869871179952,16,0.0,0.0,0,0.0,0.0,0,12660139.733439587,6
368,31,empleado,single,bachillerato incompleto,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2642822.8145150207,masivo,2,52856.45629030041,900,SI,,SI,431235.51019337465,39594.56391776588,8,0.0,0.0,0,32690.513244188965,654399.5952723543,56,5054598.170846592,3
370,44,administrador negocio,casado,bachillerato,no,si,si,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2251933.032686774,masivo,1,45038.66065373548,950,,,SI,0.0,0.0,0,0.0,0.0,0,34510.507448939316,259858.57051196837,11,4465525.497149088,8
371,39,Vive de los arriendos,casado,primaria,,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2291031.947043047,masivo,1,45820.63894086094,950,SI,SI,SI,230234.0845305675,21139.30314297647,8,180173.52718176207,12632.787542002703,10,15933.46512746962,1492792.372012927,27,1388195.2377219503,7
375,42,tecnico,single,Estudiante Universitario,,,,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,590612.5452052611,masivo,1,11812.250904105222,950,,,SI,0.0,0.0,0,0.0,0.0,0,23048.193315599725,733629.0158073056,52,9174293.800330639,1
379,59,,casado,,,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2902794.310936099,masivo,4,58055.88621872198,800,SI,SI,,68271.31556316325,6268.437788445286,8,426578.50129146926,29909.363828819696,13,0.0,0.0,0,8692573.093489937,4
391,41,desempleado,casado,bachillerato incompleto,,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,4,10000.0,800,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,18087604.82181642,7
394,31,servicios,casado,bachillerato,,,,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2086857.0938002705,masivo,2,41737.14187600541,900,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2772529.6398442127,5
397,51,administrador negocio,casado,primaria,,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,3690455.6258099787,preferente,2,184522.78129049894,900,SI,SI,,154501.0702673606,14185.757799308041,6,434044.0473504535,30432.807304247923,10,0.0,0.0,0,12472685.925661428,2
401,39,servicios,casado,bachillerato,,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,509463.6748693116,masivo,2,10189.273497386233,900,,SI,SI,0.0,0.0,0,163648.150504544,11474.118031113569,6,35868.68839014464,156416.82898108516,15,5017233.342293969,9
404,43,emprendedor,casado,bachillerato,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,,masivo,1,18674.045407944563,950,SI,SI,SI,469005.85930510145,43062.50769036936,7,207877.66470058836,14575.250948164987,13,29045.157968150816,1139603.2772340374,33,16131850.4716638,9
408,42,ama de casa,soltero,preescolar,,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1599651.3650876412,masivo,4,31993.027301752823,800,SI,,,184218.1472298399,16914.27777372394,11,0.0,0.0,0,0.0,0.0,0,3154023.11716228,1
413,38,empleado,casado,bachillerato incompleto,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,996524.3458838008,masivo,2,19930.486917676015,900,,,SI,0.0,0.0,0,0.0,0.0,0,11867.034322625765,1867328.3748772268,45,1562621.5272595263,1
423,41,tecnico,casado,bachillerato,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,1,10000.0,950,SI,,,80436.87798651772,7385.437960233272,12,0.0,0.0,0,0.0,0.0,0,7045848.711109627,7
425,35,administrador negocio,single,bachillerato,no,si,si,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1568562.9748060273,masivo,4,31371.259496120547,800,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,15767196.543281902,6
426,33,empleado,soltero,preescolar,,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,1,10000.0,950,SI,,SI,223273.85889915618,20500.239123129384,12,0.0,0.0,0,49838.555433567555,1145671.1305497417,54,4190977.5837308588,6
429,57,tecnico,casado,Estudiante Universitario,,no,si,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1973592.4306351817,masivo,4,39471.84861270364,800,,SI,SI,0.0,0.0,0,54143.76108520568,3796.2659732155876,4,6211.4133435377225,882509.5396563567,56,5780131.317697701,6
430,30,vendedor ambulante,single,bachillerato,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,580575.7657661969,masivo,4,11611.515315323937,800,SI,SI,SI,428466.94214486575,39340.363505308625,14,499667.72515074775,35033.9825842303,10,47731.31786767158,1701894.4794321454,17,13005151.563211115,7
436,39,empleado,casado,bachillerato incompleto,,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,3049934.4050175394,preferente,1,152496.72025087697,950,,,SI,0.0,0.0,0,0.0,0.0,0,15546.964485750095,1697664.0380431018,31,7144538.578277698,8
438,57,pensionado,casado,pregrado,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,716746.707663763,masivo,4,14334.934153275259,800,,,SI,0.0,0.0,0,0.0,0.0,0,20069.950109236946,1210555.3173256929,57,12915294.70245915,5
439,45,empleado,casado,preescolar,,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1177938.4837943246,masivo,4,23558.76967588649,800,SI,,,234637.49791804026,21543.6094412877,16,0.0,0.0,0,0.0,0.0,0,14652225.77572247,2
440,42,empleado,casado,bachillerato,no,no,si,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2313517.2173696696,masivo,2,46270.344347393395,900,SI,SI,,222011.66545981553,20384.34885521488,11,147927.84116082027,10371.895461904056,10,0.0,0.0,0,4943323.712346359,9
451,36,tecnico,casado,Estudiante Universitario,no,,,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,1,10000.0,950,,SI,SI,0.0,0.0,0,20816.504403554747,1459.5400423724946,14,30763.964185894583,238967.17631279258,33,8991748.298021456,1
452,56,pensionado,casado,preescolar,,si,si,telefono fijo,may,tue,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1727459.9346041293,masivo,4,34549.19869208259,800,SI,SI,,444227.2870447345,40787.42426156236,8,255968.2880709364,17947.10383522759,10,0.0,0.0,0,5246324.431916317,7
454,41,administrador negocio,divorced,bachillerato,no,no,no,telefono fijo,may,tue,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2807142.754282428,masivo,2,56142.85508564856,900,,,SI,0.0,0.0,0,0.0,0.0,0,26960.03771548634,1699007.0843253399,36,14517972.46363213,2
455,32,servicios,casado,bachillerato,,no,si,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,4,10000.0,800,,,SI,0.0,0.0,0,0.0,0.0,0,35277.24289985749,1820729.3906408,44,10247504.174169984,8
462,54,empleado,casado,primaria,,no,no,telefono fijo,may,tue,5,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1684633.8585323042,masivo,2,33692.677170646086,900,,SI,,0.0,0.0,0,113252.7660014339,7940.66783183386,12,0.0,0.0,0,1496181.4865707937,7
463,32,tecnico,casado,Estudiante Universitario,no,no,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1759882.7942484235,masivo,4,35197.65588496847,800,SI,,,478110.738050387,43898.48639556008,12,0.0,0.0,0,0.0,0.0,0,15015201.045922998,5
466,34,servicios,single,bachillerato,no,,,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2281822.8717773105,masivo,1,45636.45743554621,950,SI,SI,,256477.7203652433,23548.90367894506,11,73302.1251851971,5139.546238153544,10,0.0,0.0,0,15820481.057869919,4
472,32,administrador negocio,single,pregrado,no,si,si,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,1,10000.0,950,SI,,,499463.55039691366,45859.02831127452,9,0.0,0.0,0,0.0,0.0,0,5701215.257355807,3
479,46,empleado,casado,primaria,no,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,4,10000.0,800,SI,,,307887.63065008796,28269.18512762981,11,0.0,0.0,0,0.0,0.0,0,12582197.258543838,7
480,41,administrador negocio,casado,bachillerato,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2021941.5656168978,masivo,1,40438.831312337956,950,SI,SI,,67625.01510931124,6209.096699816824,12,43518.10361497551,3051.2526773383497,12,0.0,0.0,0,18964023.596616168,2
482,38,administrador negocio,casado,pregrado,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1796984.6732331861,masivo,4,35939.693464663724,800,,SI,,0.0,0.0,0,489193.54034639074,34299.58972763916,8,0.0,0.0,0,7030887.335773448,8
483,41,tecnico,casado,primaria,no,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1750492.8503458765,masivo,2,35009.85700691753,900,SI,SI,,104775.23136237054,9620.102002536398,11,327391.7817129347,22954.930649744645,10,0.0,0.0,0,17406851.42033791,3
490,38,servicios,casado,bachillerato,,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1846448.2094969756,masivo,2,36928.964189939514,900,,,SI,0.0,0.0,0,0.0,0.0,0,43807.54342709463,1085286.9788164126,59,19172911.543515593,4
491,46,empleado,casado,bachillerato incompleto,no,si,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,819975.2784215092,masivo,2,16399.505568430184,900,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,9826857.845104543,5
493,58,administrador negocio,casado,,,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1732253.6971610035,masivo,4,34645.07394322007,800,,SI,SI,0.0,0.0,0,200384.4269349187,14049.865880913012,8,6906.468281817704,1764211.8643530542,17,4811618.645907544,6
494,40,tecnico,casado,Estudiante Universitario,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1793072.4732986812,masivo,4,35861.44946597362,800,SI,SI,SI,136099.92129239254,12496.22747996353,8,95925.86609499519,6725.799872576061,14,41318.50600861196,649307.1664648723,31,3150533.94991799,1
496,55,Vive de los arriendos,soltero,preescolar,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,785648.5819736322,masivo,4,15712.971639472644,800,,,SI,0.0,0.0,0,0.0,0.0,0,18260.803737342452,1590614.7224349433,24,10081678.954545135,4
502,29,administrador negocio,casado,bachillerato,no,si,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,3365774.5111447563,preferente,2,168288.72555723783,900,SI,,,155962.84797933136,14319.973209871605,8,0.0,0.0,0,0.0,0.0,0,18036429.713514846,2
505,36,tecnico,single,Estudiante Universitario,no,no,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1973832.9209117875,masivo,4,39476.658418235755,800,SI,SI,SI,184902.38526306988,16977.102160633876,7,190925.97069338584,13386.690385358252,13,22728.929702353536,1889044.8859273272,28,13153246.750463806,2
507,33,ama de casa,divorced,pregrado,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,500000.0,masivo,4,10000.0,800,,SI,SI,0.0,0.0,0,407300.862804822,28557.720692768573,9,9359.860697967437,151574.6220012563,54,15453464.147531385,6
511,32,ama de casa,casado,bachillerato,no,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2156553.6086338297,masivo,2,43131.0721726766,900,,,SI,0.0,0.0,0,0.0,0.0,0,15823.478012381687,1506599.2936822781,20,8894260.418911861,3
512,51,empleado,divorced,,,si,si,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,,masivo,1,10506.366595453572,950,SI,SI,,42258.256596504216,3880.008028822447,7,46774.499488237336,3279.57344045507,8,0.0,0.0,0,6394740.396801495,5
514,33,servicios,casado,preescolar,no,no,no,telefono fijo,may,tue,4,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2287084.603742452,masivo,4,45741.69207484904,800,SI,SI,SI,454680.50870667276,41747.20318388393,4,268042.81148994376,18793.703729280707,11,7372.796220817755,1169281.410023978,48,19510620.09490945,7
516,33,vendedor ambulante,single,pregrado,no,no,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2658595.579007404,masivo,4,53171.91158014808,800,SI,,,168387.1959091774,15460.734178336974,9,0.0,0.0,0,0.0,0.0,0,4246974.734989155,5
519,43,servicios,casado,bachillerato,no,no,si,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,679317.6816482896,masivo,1,13586.35363296579,950,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,18718964.04074941,5
520,46,empleado,casado,primaria,,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2463376.129244322,masivo,1,49267.52258488644,950,,,SI,0.0,0.0,0,0.0,0.0,0,24316.78098083336,162276.52988633487,14,17733858.46034055,5
521,27,tecnico,casado,bachillerato incompleto,no,no,si,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1912780.9269364984,masivo,2,38255.61853872997,900,SI,SI,,150671.36879783627,13834.127759488161,8,411614.99827642477,28860.20440218275,11,0.0,0.0,0,2469044.2751858146,6
522,47,administrador negocio,divorced,pregrado,no,si,no,telefono fijo,may,tue,3,999,0,sin contacto,1.1,93994,-36.4,4857,5191,2322060.15999449,masivo,2,46441.2031998898,900,SI,SI,SI,493866.91965296917,45345.16489215146,6,268386.27894710866,18817.7857988379,9,41510.541586843705,281891.9693694713,54,5918976.279895307,8
526,56,Vive de los arriendos,casado,pregrado,,no,no,telefono fijo,may,tue,1,999,0,sin contacto,1.1,93994,-36.4,4857,5191,3396792.9826539475,preferente,2,169839.64913269738,900,,SI,SI,0.0,0.0,0,36417.29226801346,2553.382415679323,13,23495.042068004586,1840209.4514403106,37,16749975.101488452,6
528,46,administrador negocio,casado,bachillerato,no,no,si,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,1254611.8839971295,masivo,4,25092.23767994259,800,SI,,,243422.2666370394,22350.19674294852,8,0.0,0.0,0,0.0,0.0,0,6204786.023636212,7
532,56,Vive de los arriendos,casado,pregrado,no,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,746263.8356425104,masivo,4,14925.27671285021,800,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11194883.355340598,7
542,46,Vive de los arriendos,casado,pregrado,no,si,no,telefono fijo,may,tue,2,999,0,sin contacto,1.1,93994,-36.4,4857,5191,610485.5703744767,masivo,1,12209.711407489534,950,SI,,SI,121115.7654941135,11120.433742006566,13,0.0,0.0,0,26988.798048953446,1531466.434995576,57,11413780.409213064,8
